marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date		helpful-helpless	vote%	bscore	tscore	lenth	total review				star_rating	total review																				
US	29049788	RJNTR3P11PET9	B0052G14E8	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	3	0	0	N	Y	"It works fine, but we hate the push to open button"	"It works fine, but we hate the push to open button.  We end up pushing the whole microwave away....(you need to use your other hand to hold the microwave in place)."	12/22/2014	20141222	0	1	-0.308333333	-0.638888889	1	-0.539722222		20141222	67	3	-0.539722222																				
US	41059660	R3D38NWGN3FIJ0	B0052G14E8	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	0	0	N	Y	Super cute. Works great	"Super cute. Works great. Because it's compact, some bowls and plates fit a little snug and the rotating plate has no off. Otherwise, it's fantastic."	12/22/2014	20141222	0	1	1.871527778	2.722222222	1.5	3.700520833		20141222	68	5	3.700520833																				
US	20711876	RA7T9DL1KN5HL	B00NN136NQ	464779766	"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel"	Major Appliances	4	3	5	N	Y	but the Microwave is fast and easy to use	"The Grill doesn't toast as well as a dedicated toaster oven, but the Microwave is fast and easy to use.  The fast preheat and the convection oven cook accurately and are perfect for smaller households.  I haven't used the air fry yet."	12/22/2014	20141222	1	1.001228501	1.861111111	1.583333333	1.5	2.503071253		20141222	69	4	2.503071253																				
US	12024043	R22040I6BN2SC	B0055UBB4O	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	2	1	2	N	Y	Overheats with minimal use!	"This microwave OVERHEATS if popping more than two or three bags of popcorn!  Once it overheats, it automatically switches to the lowest power mode available, thus making it take forever to heat anything. You have to let it rest for 20 minutes or so to cool down.<br /><br />The microwave works well if you don't use it too much at once.  But for more intensive use, buy something more powerful!!"	12/23/2014	20141223	0	1	2.174107143	-0.625	2	0.429464286		20141223	70	2	0.429464286																				
US	2480138	R2J4VTUI1XQN0U	B0052G14E8	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	1	0	0	N	Y	One Star	This item dod not work from the second i opened the nox	12/23/2014	20141223	0	1	0	0	2	0		20141223	71	1	0																				
US	15599280	R2OLO7UMMUEW0K	B007V7G5TU	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	0	0	N	Y	Five Stars	Really nice!	12/23/2014	20141223	0	1	3.75	0	1	1.125		20141223	72	5	1.125																				
US	17298796	RC14CXC3Q9WKX	B0052G51AQ	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	3	1	2	N	Y	"Adequate, but noisy"	"Since we only use a microwave to heat or reheat food, I decided to forgo all the bells and whistles when our last one stopped working. This one was the lowest priced one that met the color, size and wattage I wanted.<br />Pros: Heats food as expected.<br />Cons: Noisy<br />While the microwave works fine for it's intended purpose, it's extremely noisy compared to our previous microwaves and occasionally makes an odd rumbling sound which may be from it not sitting level since one leg is shorter than the others. I attempted to adjust the leg without success so tucked a piece of folded cardboard under it to keep the microwave somewhat level. Also at first the door was extremely difficult to push open, but that has gotten better with use."	12/25/2014	20141225	0	1	0.349358974	1.666666667	1	1.271474359		20141225	73	3	1.271474359																				
US	23379600	R9MZ0TK5X4RG8	B005GSZB7I	827502283	"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd"	Major Appliances	5	3	3	N	Y	I am so happy	"I love this microwave. Small is what I needed but, wow what great extra features and it is beautiful. I am beyond happy! Yes it is small but, that is what I needed and what I am used to. I can't get my largest dinner plate in but, I can get my smaller ones in. I love how the back is rounded. I had a Sharp Half Pint that finally died after 24 yrs. This has way more features than the Sharp. I have very little counter space so, thank goodness I found this. Yes, it is pricey but, well worth the money to me. UPDATE &#62;&#62;&#62;I  purchased it 12/20/14 and it died April 3rd/2015. Whirlpool has been  very nice and will be sending a replacement."	12/26/2014	20141226	3	1.003685504	1.097258772	4	1	3.140710228		20141226	74	5	3.140710228																				
US	12187317	R23S0G0SVPC0I8	B00DUZ8LBW	930071734	ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017	Major Appliances	5	0	0	N	Y	Easy cooking	"Easy install, no video or instructions required. If you can get out to see where it is, you can get to it and install it. Unit is running fine with no issues."	12/26/2014	20141226	0	1	2.125	2.166666667	1	2.154166667		20141226	75	5	2.154166667																				
US	44006545	R2NOED2XUPTMI7	B005GSZB3M	109226352	whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave	Major Appliances	5	0	0	N	Y	GREAT Microwave!!	Great Unit!! We use it in our Semi and it works wonderfully well. Great size and shape for a compact area. I would definately recommend this unit .	12/27/2014	20141227	0	1	4.666666667	5	2	9.8		20141227	76	5	9.8																				
US	27769608	R320MQHTFW6U61	B00NN136NQ	464779766	"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel"	Major Appliances	4	3	3	Y	N	Great value for money and does everything it promises!	"This is a very versatile microwave. The basic functions of a microwave - heating, reheating, defrosting - all are performed excellently. But this unit does so much more - it comes with stacking parts that allow you to heat or reheat two plates simultaneously, which is extremely convenient. Best of all, it is a convection microwave, so you can pretty much do everything you would need with this microwave - bake a cake, broil, etc. You can cook fried items in a manner that limits oiliness. I like the pull down door, rather than the open out variety - that function saves space, actually. Decently sized - a little smaller than my previous microwave, but as much size as you could need. Stainless steel is great - matches the rest of my kitchen - and its a high-ended looking device. Very solid, well built, good value for money and does everything it promises."	12/28/2014	20141228	3	1.003685504	1.205774854	5	1	3.875964887		20141228	77	4	3.875964887																				
US	27769608	R320MQHTFW6U61	B00NN136NQ	464779766	"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel"	Major Appliances	4	3	3	Y	N	Great value for money and does everything it promises!	"This is a very versatile microwave. The basic functions of a microwave - heating, reheating, defrosting - all are performed excellently. But this unit does so much more - it comes with stacking parts that allow you to heat or reheat two plates simultaneously, which is extremely convenient. Best of all, it is a convection microwave, so you can pretty much do everything you would need with this microwave - bake a cake, broil, etc. You can cook fried items in a manner that limits oiliness. I like the pull down door, rather than the open out variety - that function saves space, actually. Decently sized - a little smaller than my previous microwave, but as much size as you could need. Stainless steel is great - matches the rest of my kitchen - and its a high-ended looking device. Very solid, well built, good value for money and does everything it promises."	12/28/2014	20141228	3	1.003685504	1.205774854	5	1	3.875964887		20141228	78	4	3.875964887																				
US	14091631	R37RXWJQ6Q4EAL	B0052G14E8	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	0	0	N	Y	Great microwave	After several months of use I'm happy to report it's still running strong. It heats food evenly with cold areas and is large enough to fit just about everything I cook. The sleek design and color also look nice in my kitchen.	12/29/2014	20141229	0	1	1.154761905	4	1.5	4.719642857		20141229	79	5	4.719642857																				
US	47103102	R1YCDNKNNDS7W	B005GSZB9Q	771401205	"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white"	Major Appliances	4	1	1	N	Y	I love this microwave so much	"I love this microwave so much! Aesthetically, it's the coolest kitchen appliance I own. It's also pretty powerful. That said, it's kinda small inside and square plates, 16 oz coffee cups, and popcorn bags can pose difficulties (e.g., when the popcorn bag starts to fill up, the tray stops turning). I still wouldn't trade it in!"	12/30/2014	20141230	1	1.001228501	1.322916667	1.75	1	1.623867475		20141230	80	4	1.623867475																				
US	14876760	R3IK8LUYPWCU9H	B0052G14E8	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	1	1	N	Y	I've had this microwave for a couple of months and ...	"I've had this microwave for a couple of months and I have no problems with it, it is working very well."	12/31/2014	20141231	1	1.001228501	1	0	1.5	0.450552825		20141231	81	5	0.450552825																				
US	9984797	R32OZOWQJ0FHI1	B0052G14E8	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	0	1	N	Y	Five Stars	Great for the money	12/31/2014	20141231	-1	0.998771499	4	0	1	1.198525799		20141231	82	5	1.198525799																				
US	24572606	RIVCWT3LM0G2E	B005GSZB3M	109226352	whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave	Major Appliances	5	1	1	N	Y	Love this little microwave	"Love this little microwave.  We recently sold our home and have had to live temporarily in a small one bedroom with very little counter space.  I found this one and based on reviews, decided to buy it and I am not disappointed.  Works better than any microwave I have ever owned before!  Very pleased with my purchase!"	12/31/2014	20141231	1	1.001228501	0.982007576	0.78125	2	1.685022057		20141231	83	5	1.685022057	4.036144578	1.754641074																		
US	37658557	RCM91KQW0NCCG	B0052G14E8	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	1	2	N	Y	Love the compact size	Love the compact size. Hate the fact that the turntable keeps slipping off the base. You have to readjust it every single time you use it.	1/1/2015	20150101	0	1	-1.271428571	2.5	1	1.368571429		20150101	1	4	1.368571429																				
US	2365561	R25XMDAE573J22	B007V7G5TU	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	0	1	N	Y	Excellent quality and value.	Works great	1/1/2015	20150101	-1	0.998771499	4	5	1	4.694226045		20150101	2	5	4.694226045																				
US	52965397	R3UH2U55T1ZSA4	B0052G14E8	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	1	1	N	Y	Five Stars	"A good, small, functional, no-frills oven."	1/1/2015	20150101	1	1.001228501	1.125	0	1	0.337914619		20150101	3	5	0.337914619																				
US	50544974	RVRMVCPZKM9PT	B00NXRHIO8	692404913	samsung counter top microwave	Major Appliances	4	1	3	N	Y	Four Stars	No problems - as yet.	1/1/2015	20150101	-1	0.998771499	0	0	2	0		20150101	4	4	0																				
US	39699233	R2K45IY0NO70ZI	B00NN136NQ	464779766	"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel"	Major Appliances	5	116	122	Y	N	Awesome Convection Microwave Oven!	"Before this microwave found its place on my counter this week, I hadn't known how much I would love it!  It heats food quickly, is easy to use (once you review the manual), and can serve the same functions a microwave and toaster oven do.<br /><br />What makes this microwave different...<br />+ It has many possibilities.<br />+ Pizza is crispy on the bottom (when reheated) even on the microwave setting!<br />+ It can be simple, or you can dive into all the stuff it can do!<br />+ The size is comparable to our old 1.1 cu ft microwave, yet it can do more.<br />+ The colors are awesome!  The stainless is only on the front (which makes for less to clean) and the gray top and sides are not stainless---so they will keep cleaner.<br />+ The dials and quick microwave settings are smart.  To reheat something for 30 seconds, just press the button on the bottom right (once for 30 seconds, twice for a minute, etc.).  Or, press the microwave button, turn the dial to the time you'd like (backwards or forwards) and then press the start button.<br />+ The clock setting is easy to set.<br />+ The convection oven works for settings up to 400 degrees.  Preheat the oven first, and then select the convection oven.  You'll need to read the directions in the manual first, but then it's easy to navigate from there on out.<br />+ The oven includes a crispy plate, two wire racks (that worked great on the convection setting), a glass plate and ring.  I baked some cheese onto the plate while using the convection setting and it cleaned up super easy.<br /><br />What may concern you...<br />-  The microwave does need to be on a sufficiently powered circuit (not on a power cord).  It does not have a long cord, so you need to be able to place it right in front of the outlet you are going to use or close to it.<br />-  Don't use plastic plates that are not microwave safe.  One review for this microwave was mistaken--they said you couldn't use plastic in it.  Not true.  You just have to use microwave safe materials.  There's a thorough and easy to reference list in the manual (which is located inside the microwave oven when you unpack it).<br />- The oven does have a heating element on the top because it is a convection oven, so you will want to make sure you have a microwave safe plastic cover that you can use when you are microwaving.  Otherwise, it's going to be a pain to clean it up.<br /><br />Other matters to address...<br />It's always interesting to read other people's reviews.  One reviewer didn't like the manual, because a cookbook wasn't included.  Honestly, I've gotten so many cookbooks over the years with appliances and I've never used them.  The manual for this oven seems small, but it is packed with all the essential information you'll need to use it--and more.  No recipes, but all the guidelines for cooking vegetables, reheating foods, etc.  I don't cook in my microwave oven normally.  I did bake spinach artichoke dip in this oven, though, on 375 degrees for 30 minutes and it came out perfectly!<br /><br />Another reviewer lamented the lack of a timer on this microwave oven.  That's not true actually.  If you use the microwave function, the time counts down normally.  If you use the convection setting, you have to select how long you want the oven to cook for and then it will turn off automatically when it is done.  If you find you need a few extra minutes, it's very easy to turn it right back on.  To use the convection oven, you do need to preheat the oven first, but that's not a problem.  One feature that was awesome was that when I took my dish out of the oven to stir it, the oven did not start cooking again until I pressed the start button (so the time didn't keep going either).  Most people I know use the timers on their ovens or use a stand alone timer that they can take with them into another room if needed or move to where they will hear it when it goes off.<br /><br />All in all, I'm very pleased with this microwave.  It covers the basics and beyond very well!  I don't expect it to do everything--grill, slimfry, microwave, convection.  But, the fact that it microwaves and bakes so well is enough for me!  Many appliances claim to do too much and we expect one appliance to do it all.  I prefer to do grilled cheese on the stove and frying on the stove, so I don't want to do them in this oven and risk having to clean up a mess.  I'm extremely happy with what I've used it for so far.ics and beyond very well!  I don't expect it to do everything--grill, slimfry, microwave, convection.  But, the fact that it microwaves and bakes so well is enough for me!  Many appliances claim to do too much and we expect one appliance to do it all.  I prefer to do grilled cheese on the stove and frying on the stove, so I don't want to do them in this oven and risk having to clean up a mess.  I'm extremely happy with what I've used it for so far."	1/1/2015	20150101	110	1.135135135	1.402086168	5	1	4.450440154		20150101	5	5	4.450440154																				
US	25943210	RK8P69Y6XOLSZ	B00NN136NQ	464779766	"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel"	Major Appliances	4	0	1	N	Y	Is as described	"I have had this Microwave for about a month.  I'm still learning how to use all it's features.  I own two microwaves, and this is my secondary one.  It is very quiet when it is cooking.  The one negative I have noted so far, is that when an item is done cooking, it beeps three times, but if you don't open the door or hit stop, it will beep about once every minute."	1/1/2015	20150101	-1	0.998771499	0.083333333	0	1	0.024969287		20150101	6	4	0.024969287																				
US	15159184	RSWCOK46I1UAU	B00NN136NQ	464779766	"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel"	Major Appliances	5	1	2	N	Y	Multi-functional and Perfect Size	"We decided to put up a chimney exhaust in our new kitchen, so a bulky, over the range microwave was out. Plus, we never use it to &#34;cook&#34; from scratch. Why have such a giant wasting space? My dear, handy, wood worker husband built our new cabinets, so it was no problem to create a perfect space under the counter for a new smaller microwave. Love the drop down door. Plus the features are incredible: SlimFry, convection, and grill!! Note: The Samsung is not meant for under the counter, however we were able to provide plenty of air circulation, so it has not been a problem,"	1/1/2015	20150101	0	1	1.605639731	5	1.5	5.972537879		20150101	7	5	5.972537879																				
US	39699233	R2K45IY0NO70ZI	B00NN136NQ	464779766	"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel"	Major Appliances	5	116	122	Y	N	Awesome Convection Microwave Oven!	"Before this microwave found its place on my counter this week, I hadn't known how much I would love it!  It heats food quickly, is easy to use (once you review the manual), and can serve the same functions a microwave and toaster oven do.<br /><br />What makes this microwave different...<br />+ It has many possibilities.<br />+ Pizza is crispy on the bottom (when reheated) even on the microwave setting!<br />+ It can be simple, or you can dive into all the stuff it can do!<br />+ The size is comparable to our old 1.1 cu ft microwave, yet it can do more.<br />+ The colors are awesome!  The stainless is only on the front (which makes for less to clean) and the gray top and sides are not stainless---so they will keep cleaner.<br />+ The dials and quick microwave settings are smart.  To reheat something for 30 seconds, just press the button on the bottom right (once for 30 seconds, twice for a minute, etc.).  Or, press the microwave button, turn the dial to the time you'd like (backwards or forwards) and then press the start button.<br />+ The clock setting is easy to set.<br />+ The convection oven works for settings up to 400 degrees.  Preheat the oven first, and then select the convection oven.  You'll need to read the directions in the manual first, but then it's easy to navigate from there on out.<br />+ The oven includes a crispy plate, two wire racks (that worked great on the convection setting), a glass plate and ring.  I baked some cheese onto the plate while using the convection setting and it cleaned up super easy.<br /><br />What may concern you...<br />-  The microwave does need to be on a sufficiently powered circuit (not on a power cord).  It does not have a long cord, so you need to be able to place it right in front of the outlet you are going to use or close to it.<br />-  Don't use plastic plates that are not microwave safe.  One review for this microwave was mistaken--they said you couldn't use plastic in it.  Not true.  You just have to use microwave safe materials.  There's a thorough and easy to reference list in the manual (which is located inside the microwave oven when you unpack it).<br />- The oven does have a heating element on the top because it is a convection oven, so you will want to make sure you have a microwave safe plastic cover that you can use when you are microwaving.  Otherwise, it's going to be a pain to clean it up.<br /><br />Other matters to address...<br />It's always interesting to read other people's reviews.  One reviewer didn't like the manual, because a cookbook wasn't included.  Honestly, I've gotten so many cookbooks over the years with appliances and I've never used them.  The manual for this oven seems small, but it is packed with all the essential information you'll need to use it--and more.  No recipes, but all the guidelines for cooking vegetables, reheating foods, etc.  I don't cook in my microwave oven normally.  I did bake spinach artichoke dip in this oven, though, on 375 degrees for 30 minutes and it came out perfectly!<br /><br />Another reviewer lamented the lack of a timer on this microwave oven.  That's not true actually.  If you use the microwave function, the time counts down normally.  If you use the convection setting, you have to select how long you want the oven to cook for and then it will turn off automatically when it is done.  If you find you need a few extra minutes, it's very easy to turn it right back on.  To use the convection oven, you do need to preheat the oven first, but that's not a problem.  One feature that was awesome was that when I took my dish out of the oven to stir it, the oven did not start cooking again until I pressed the start button (so the time didn't keep going either).  Most people I know use the timers on their ovens or use a stand alone timer that they can take with them into another room if needed or move to where they will hear it when it goes off.<br /><br />All in all, I'm very pleased with this microwave.  It covers the basics and beyond very well!  I don't expect it to do everything--grill, slimfry, microwave, convection.  But, the fact that it microwaves and bakes so well is enough for me!  Many appliances claim to do too much and we expect one appliance to do it all.  I prefer to do grilled cheese on the stove and frying on the stove, so I don't want to do them in this oven and risk having to clean up a mess.  I'm extremely happy with what I've used it for so far.ics and beyond very well!  I don't expect it to do everything--grill, slimfry, microwave, convection.  But, the fact that it microwaves and bakes so well is enough for me!  Many appliances claim to do too much and we expect one appliance to do it all.  I prefer to do grilled cheese on the stove and frying on the stove, so I don't want to do them in this oven and risk having to clean up a mess.  I'm extremely happy with what I've used it for so far."	1/1/2015	20150101	110	1.135135135	1.402086168	5	1	4.450440154		20150101	8	5	4.450440154																				
US	11254748	R2PFXY2EIZMD3K	B0052G51AQ	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	3	0	1	N	Y	Three Stars	Not really a good product. Sometimes turns off itself.	1/2/2015	20150102	-1	0.998771499	-1.75	0	2	-1.048710074		20150102	9	3	-1.048710074																				
US	49881793	R5THFZT2H51RX	B0052G14E8	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	3	0	1	N	Y	Three Stars	It works fine but can get pretty hot.	1/3/2015	20150103	-1	0.998771499	1.527777778	0	2	0.915540541		20150103	10	3	0.915540541																				
US	44019918	R2A8RKJ6X71CKT	B007V7G5TU	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	1	1	2	N	Y	A microwave that does not heat	"Microwave looked nice, but did not heat. It seemed like a fan was only blowing cold air. Amazon has great return policy, however, and it made the unfortunate buy easily reversed."	1/3/2015	20150103	0	1	0.611111111	0	1	0.183333333		20150103	11	1	0.183333333																				
US	39220433	RTSIB49LN0D2L	B00NN136NQ	464779766	"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel"	Major Appliances	4	3	3	Y	N	It comes with metal racks? What next? A TV without a dial?	"To address the leading question:<br /><br />Yes, metal racks. That work, during the use of the microwave function. And the universe does not condense into a singularity and explode. What else from my childhood has changed? Do you no longer have to turn the dial on a phone to make a call? Drop a dime in the slot to call someone from a payphone?<br /><br />Anyway: yes, there are metal racks for the microwave and the other function. Follow the instructions.<br /><br />Here's the skinny:<br /><br />This is more than just a microwave. You can see in the description all of the functions--and they all work pretty close to as they are described.<br /><br />That's the first real issue with the &#34;Smart Oven,&#34; as the box labels it: the descriptions on the webpage here? They're almost as complete as the instruction manual. There's a bit more, but overall I would have liked a bit more in terms of device ideas and how to utilize it. Especially with the concepts/cooking types involved. I think the Slim-Fry concept is great, but I'd like to understand how it's working better so that I can do more than chicken wings and fries.<br /><br />You will also note several comments on the lack of timer. It's true: no &#34;non-cooking timer.&#34;<br /><br />In exchange, though, you can actually generate a crispy crust on that microwave pizza.<br /><br />The drop-down door is nice, but keep it in mind as you handle placement. On a countertop, it drops down flush but this does require that the oven is a little taller than my previous microwave.<br /><br />Functionally, I'd like a better option when using the grill or Slim-Fry settings than letting the grease/food drippings to just drop down onto the turntable. Especially because that thing gets wicked hot (as is reasonable) so you have to wait a while to pull it and clean it.<br /><br />But the functions work well, so that's the main thing.<br /><br />In all...great oven. Not perfect, but I've never met a perfect microwave."	1/3/2015	20150103	3	1.003685504	1.006944444	0	1.5	0.454794994		20150103	12	4	0.454794994																				
US	39220433	RTSIB49LN0D2L	B00NN136NQ	464779766	"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel"	Major Appliances	4	3	3	Y	N	It comes with metal racks? What next? A TV without a dial?	"To address the leading question:<br /><br />Yes, metal racks. That work, during the use of the microwave function. And the universe does not condense into a singularity and explode. What else from my childhood has changed? Do you no longer have to turn the dial on a phone to make a call? Drop a dime in the slot to call someone from a payphone?<br /><br />Anyway: yes, there are metal racks for the microwave and the other function. Follow the instructions.<br /><br />Here's the skinny:<br /><br />This is more than just a microwave. You can see in the description all of the functions--and they all work pretty close to as they are described.<br /><br />That's the first real issue with the &#34;Smart Oven,&#34; as the box labels it: the descriptions on the webpage here? They're almost as complete as the instruction manual. There's a bit more, but overall I would have liked a bit more in terms of device ideas and how to utilize it. Especially with the concepts/cooking types involved. I think the Slim-Fry concept is great, but I'd like to understand how it's working better so that I can do more than chicken wings and fries.<br /><br />You will also note several comments on the lack of timer. It's true: no &#34;non-cooking timer.&#34;<br /><br />In exchange, though, you can actually generate a crispy crust on that microwave pizza.<br /><br />The drop-down door is nice, but keep it in mind as you handle placement. On a countertop, it drops down flush but this does require that the oven is a little taller than my previous microwave.<br /><br />Functionally, I'd like a better option when using the grill or Slim-Fry settings than letting the grease/food drippings to just drop down onto the turntable. Especially because that thing gets wicked hot (as is reasonable) so you have to wait a while to pull it and clean it.<br /><br />But the functions work well, so that's the main thing.<br /><br />In all...great oven. Not perfect, but I've never met a perfect microwave."	1/3/2015	20150103	3	1.003685504	1.006944444	0	1.5	0.454794994		20150103	13	4	0.454794994																				
US	14763818	R11ZEQ1YNUORO8	B004ZUWBVW	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	0	1	N	Y	Five Stars	Perfect fit.	1/5/2015	20150105	-1	0.998771499	3.5	0	2	2.097420148		20150105	14	5	2.097420148																				
US	52754196	RNU6IDOP7BV0Y	B005GSZB3M	109226352	whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave	Major Appliances	5	0	0	N	Y	Five Stars	Excellent product and service	1/5/2015	20150105	0	1	5	0	1	1.5		20150105	15	5	1.5																				
US	32483321	R2T6PILHX8VPIR	B00NN136NQ	464779766	"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel"	Major Appliances	4	2	4	Y	N	"Really like the microwave, a bit torn on the other features"	"First off, my family and I are very happy with the microwave portion of the Samsung Counter Top Convection Microwave.  It looks great in our kitchen and the stainless steel matches our major appliances.  The black ceramic interior is also a nice touch - looks great and should be easy to clean.  The turntable is a bit larger than that of the countertop microwave it replaced, and in operation the microwave is very quiet.  One downside of this particular unit is it isn't the most powerful microwave out there - rated for 1000 watts compared to other 1200 and 1250 watt microwaves in this price range.  However, it is sufficient for home cooking tasks.  Setting the power and time is easy.<br /><br />The other function we've tried is the convection oven.  We used it to cook some frozen hors d'oeuvres (fancy name for pigs in a blanket) using the included metal racks and ceramic crusty plate.  Even though we preheated the oven as directed, we found we had to cook our food far longer than expected based on the time listed on the package, so there was no real time savings over using our conventional oven.  In addition, the exterior of the unit becomes *very* hot when using this mode.  I suspect that we will not be using the convection mode very often, though it is a nice feature to have.<br /><br />As for the Slim Fry / grilling / combined cooking modes, I have not tried these yet and I'm not sure I will.  These modes *seem* to use both microwave and convection heating, but it isn't clear how much of each from the very short included manual.  It is also very unclear when the included metal racks and crisping plate should and should not be used.  (Even looking through reviews and questions here you can see that Samsung is giving very inconsistent information on this subject.)  In any event, I will take other reviewers word for it that Slim Fry is a mediocre substitute for actual frying.  As for grilling, the grill elements only reach the back third of the oven, and I'm not sure it is worth the inevitable mess created to try grilling in this oven.<br /><br />So overall I would give this Samsung four stars for microwave cooking, three stars for convection cooking, and two stars for the other functions.  Four stars overall since it does its main job very well.h the inevitable mess created to try grilling in this oven.    So overall I would give this Samsung four stars for microwave cooking, three stars for convection cooking, and two stars for the other functions.  Four stars overall since it does its main job very well."	1/5/2015	20150105	0	1	0.582065697	0.1875	1	0.305869709		20150105	16	4	0.305869709																				
US	51899704	R1CNON69VWOU0	B00NN136NQ	464779766	"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel"	Major Appliances	5	0	1	Y	N	"High Quality, Large!"	"This is a lovely oven, also a microwave; I have used this for a variety of purposes, as an adjunct to my regular oven and microwave.<br /><br />I would suggest this as an excellent choice for a counter top oven and microwave, but.... make sure that you have the counter space.  This is quite large, and the venting in the rear requires some space (I could not put it in a special shelf for the microwave I had, because of the venting).  For that reason, I would give this 4.5 stars, as it is not nimble, and is a counter hog."	1/5/2015	20150105	-1	0.998771499	2.193877551	1.069642857	1	1.405184871		20150105	17	5	1.405184871																				
US	32483321	R2T6PILHX8VPIR	B00NN136NQ	464779766	"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel"	Major Appliances	4	2	4	Y	N	"Really like the microwave, a bit torn on the other features"	"First off, my family and I are very happy with the microwave portion of the Samsung Counter Top Convection Microwave.  It looks great in our kitchen and the stainless steel matches our major appliances.  The black ceramic interior is also a nice touch - looks great and should be easy to clean.  The turntable is a bit larger than that of the countertop microwave it replaced, and in operation the microwave is very quiet.  One downside of this particular unit is it isn't the most powerful microwave out there - rated for 1000 watts compared to other 1200 and 1250 watt microwaves in this price range.  However, it is sufficient for home cooking tasks.  Setting the power and time is easy.<br /><br />The other function we've tried is the convection oven.  We used it to cook some frozen hors d'oeuvres (fancy name for pigs in a blanket) using the included metal racks and ceramic crusty plate.  Even though we preheated the oven as directed, we found we had to cook our food far longer than expected based on the time listed on the package, so there was no real time savings over using our conventional oven.  In addition, the exterior of the unit becomes *very* hot when using this mode.  I suspect that we will not be using the convection mode very often, though it is a nice feature to have.<br /><br />As for the Slim Fry / grilling / combined cooking modes, I have not tried these yet and I'm not sure I will.  These modes *seem* to use both microwave and convection heating, but it isn't clear how much of each from the very short included manual.  It is also very unclear when the included metal racks and crisping plate should and should not be used.  (Even looking through reviews and questions here you can see that Samsung is giving very inconsistent information on this subject.)  In any event, I will take other reviewers word for it that Slim Fry is a mediocre substitute for actual frying.  As for grilling, the grill elements only reach the back third of the oven, and I'm not sure it is worth the inevitable mess created to try grilling in this oven.<br /><br />So overall I would give this Samsung four stars for microwave cooking, three stars for convection cooking, and two stars for the other functions.  Four stars overall since it does its main job very well.h the inevitable mess created to try grilling in this oven.    So overall I would give this Samsung four stars for microwave cooking, three stars for convection cooking, and two stars for the other functions.  Four stars overall since it does its main job very well."	1/5/2015	20150105	0	1	0.582065697	0.1875	1	0.305869709		20150105	18	4	0.305869709																				
